Order #,FirstName,LastName,Address1,Address2,City,State,PostalCode,Country,Order Date,Product Weight,Shipping Method,Item Count,Value Of Products,Shipping Fee Paid,Tracking #,Carrier
"A2FFC195-0000A4-0047C","Buyer164","Placeholder","264 Example St","","Springfield","CA","48716-2132","US","2026-07-20","0.00","Standard (7-10 days)","4","49.16","0.00","",""
"A2FFC195-0000A5-00483","Buyer165","Placeholder","265 Example St","","Springfield","TN","56635","US","2026-07-21","0.00","Standard (7-10 days)","5","134.95","0.00","",""
"A2FFC195-0000A6-0048A","Buyer166","Placeholder","266 Example St","","Springfield","VA","64554-2158","US","2026-07-21","0.07","Standard (7-10 days)","1","37.99","1.00","",""
"A2FFC195-0000A7-00491","Buyer167","Placeholder","267 Example St","","Springfield","CA","72473-2171","US","2026-07-22","0.00","Standard (7-10 days)","8","215.92","0.00","",""
"A2FFC195-0000A8-00498","Buyer168","Placeholder","268 Example St","","Springfield","CT","80392","US","2026-07-25","0.21","Standard (7-10 days)","3","24.00","1.00","",""
"A2FFC195-0000A9-0049F","Buyer169","Placeholder","269 Example St","","Springfield","CA","88311-2197","US","2026-07-25","0.14","Standard (7-10 days)","2","10.98","1.00","",""
"A2FFC195-0000AA-004A6","Buyer170","Placeholder","270 Example St","","Springfield","VA","96230-2210","US","2026-07-25","0.14","Standard (7-10 days)","2","16.00","1.00","",""
"A2FFC195-0000AB-004AD","Buyer171","Placeholder","271 Example St","","Springfield","CA","14149-2223","US","2026-07-25","0.07","Standard (7-10 days)","1","8.00","1.00","",""
"A2FFC195-0000AC-004B4","Buyer172","Placeholder","272 Example St","","Springfield","CO","22068-2236","US","2026-07-25","0.42","Standard (7-10 days)","6","4.20","1.49","",""
"A2FFC195-0000AD-004BB","Buyer173","Placeholder","273 Example St","","Springfield","FL","29987-2249","US","2026-07-25","0.07","Standard (7-10 days)","1","7.40","1.00","",""
"A2FFC195-0000AE-004C2","Buyer174","Placeholder","274 Example St","","Springfield","FL","37906","US","2026-07-25","0.42","Standard (7-10 days)","6","30.90","1.00","",""
"A2FFC195-0000AF-004C9","Buyer175","Placeholder","275 Example St","","Springfield","AZ","45825-2275","US","2026-07-25","0.35","Standard (7-10 days)","5","2.90","1.49","",""
"A2FFC195-0000B0-004D0","Buyer176","Placeholder","276 Example St","","Springfield","VA","53744-2288","US","2026-07-25","0.42","Standard (7-10 days)","6","8.70","1.00","",""
"A2FFC195-0000B1-004D7","Buyer177","Placeholder","277 Example St","","Springfield","ID","61663-2301","US","2026-07-25","0.70","Standard (7-10 days)","10","9.28","1.00","",""
"A2FFC195-0000B2-004DE","Buyer178","Placeholder","278 Example St","","Springfield","NC","69582-2314","US","2026-07-25","0.21","Standard (7-10 days)","3","6.75","1.00","",""
"A2FFC195-0000B3-004E5","Buyer179","Placeholder","279 Example St","","Springfield","VA","77501-2327","US","2026-07-26","0.35","Standard (7-10 days)","5","5.50","1.00","",""
"A2FFC195-0000B4-004EC","Buyer180","Placeholder","280 Example St","","Springfield","PA","85420-2340","US","2026-07-26","0.21","Standard (7-10 days)","3","6.00","1.00","",""
"A2FFC195-0000B5-004F3","Buyer181","Placeholder","281 Example St","","Springfield","IN","93339-2353","US","2026-07-26","0.28","Standard (7-10 days)","4","9.30","1.00","",""
"A2FFC195-0000B6-004FA","Buyer182","Placeholder","282 Example St","","Springfield","NY","11258","US","2026-07-26","0.00","Standard (7-10 days)","6","67.74","0.00","",""
"A2FFC195-0000B7-00501","Buyer183","Placeholder","283 Example St","","Springfield","CA","19177","US","2026-07-26","0.07","Standard (7-10 days)","1","0.65","1.49","",""
"A2FFC195-0000B8-00508","Buyer184","Placeholder","284 Example St","","Springfield","MA","27096","US","2026-07-26","0.35","Standard (7-10 days)","5","8.50","1.00","",""
"A2FFC195-0000B9-0050F","Buyer185","Placeholder","285 Example St","","Springfield","PA","35015-2405","US","2026-07-26","2.50","Standard (7-10 days)","1","41.88","0.00","",""
"A2FFC195-0000BA-00516","Buyer186","Placeholder","286 Example St","","Springfield","FL","42934-2418","US","2026-07-26","0.00","Standard (7-10 days)","1","29.50","0.00","",""
"A2FFC195-0000BB-0051D","Buyer187","Placeholder","287 Example St","","Springfield","GA","50853","US","2026-07-26","0.00","Standard (7-10 days)","5","65.16","0.00","",""
"A2FFC195-0000BC-00524","Buyer188","Placeholder","288 Example St","","Springfield","NC","58772","US","2026-07-27","0.42","Standard (7-10 days)","6","2.88","1.49","",""
"A2FFC195-0000BD-0052B","Buyer189","Placeholder","289 Example St","","Springfield","MN","66691-2457","US","2026-07-27","0.00","Standard (7-10 days)","10","140.00","0.00","",""
"A2FFC195-0000BE-00532","Buyer190","Placeholder","290 Example St","","Springfield","TX","74610-2470","US","2026-07-27","45.14","Standard (7-10 days)","20","146.78","0.00","",""
"A2FFC195-0000BF-00539","Buyer191","Placeholder","291 Example St","","Springfield","NC","82529-2483","US","2026-07-27","0.42","Standard (7-10 days)","6","3.00","1.49","",""
"A2FFC195-0000C0-00540","Buyer192","Placeholder","292 Example St","","Springfield","CT","90448","US","2026-07-27","0.35","Standard (7-10 days)","5","1.75","1.49","",""
"A2FFC195-0000C1-00547","Buyer193","Placeholder","293 Example St","","Springfield","AZ","98367-2509","US","2026-07-27","0.35","Standard (7-10 days)","5","3.09","1.49","",""
"A2FFC195-0000C2-0054E","Buyer194","Placeholder","294 Example St","Unit 194","Springfield","TX","16286","US","2026-07-27","0.63","Standard (7-10 days)","9","3.73","1.49","",""
"A2FFC195-0000C3-00555","Buyer195","Placeholder","295 Example St","Unit 195","Springfield","MN","24205","US","2026-07-28","0.35","Standard (7-10 days)","5","1.75","1.49","",""
"A2FFC195-0000C4-0055C","Buyer196","Placeholder","296 Example St","","Springfield","GA","32124-2548","US","2026-07-28","20.00","Standard (7-10 days)","8","57.12","0.00","",""
"A2FFC195-0000C5-00563","Buyer197","Placeholder","297 Example St","","Springfield","UT","40043-2561","US","2026-07-28","20.00","Standard (7-10 days)","8","51.92","0.00","",""
"A2FFC195-0000C6-0056A","Buyer198","Placeholder","298 Example St","","Springfield","PA","47962","US","2026-07-28","0.21","Standard (7-10 days)","3","0.75","1.49","",""
"A2FFC195-0000C7-00571","Buyer199","Placeholder","299 Example St","","Springfield","OR","55881-2587","US","2026-07-28","0.00","Standard (7-10 days)","2","28.00","0.00","",""
"A2FFC195-0000C8-00578","Buyer200","Placeholder","300 Example St","","Springfield","NM","63800-2600","US","2026-07-29","0.14","Standard (7-10 days)","2","48.47","1.00","",""
"A2FFC195-0000C9-0057F","Buyer201","Placeholder","301 Example St","","Springfield","NC","71719-2613","US","2026-07-29","7.50","Standard (7-10 days)","3","19.47","0.00","",""
"A2FFC195-0000CA-00586","Buyer202","Placeholder","302 Example St","","Springfield","KY","79638-2626","US","2026-07-29","0.21","Standard (7-10 days)","3","0.75","1.49","",""
"A2FFC195-0000CB-0058D","Buyer203","Placeholder","303 Example St","","Springfield","CA","87557-2639","US","2026-07-30","32.50","Standard (7-10 days)","13","103.35","0.00","",""
"A2FFC195-0000CC-00594","Buyer204","Placeholder","304 Example St","","Springfield","UT","95476-2652","US","2026-07-30","0.00","Standard (7-10 days)","10","92.50","0.00","",""
"A2FFC195-0000CD-0059B","Buyer205","Placeholder","305 Example St","","Springfield","PR","13395","US","2026-07-31","0.28","Standard (7-10 days)","4","12.00","1.00","",""
"A2FFC195-0000CE-005A2","Buyer206","Placeholder","306 Example St","","Springfield","CT","21314-2678","US","2026-07-31","57.50","Standard (7-10 days)","43","476.00","0.00","",""
"A2FFC195-0000CF-005A9","Buyer207","Placeholder","307 Example St","Unit 207","Springfield","MA","29233","US","2026-07-31","0.14","Standard (7-10 days)","2","1.00","1.49","",""
"A2FFC195-0000D0-005B0","Buyer208","Placeholder","308 Example St","","Springfield","GA","37152-2704","US","2026-08-01","2.50","Standard (7-10 days)","1","31.99","0.00","",""
"A2FFC195-0000D1-005B7","Buyer209","Placeholder","309 Example St","","Springfield","WI","45071-2717","US","2026-08-02","0.28","Standard (7-10 days)","4","26.90","1.00","",""
"A2FFC195-0000D2-005BE","Buyer210","Placeholder","310 Example St","","Springfield","FL","52990-2730","US","2026-08-02","0.35","Standard (7-10 days)","5","18.75","1.00","",""
"A2FFC195-0000D3-005C5","Buyer211","Placeholder","311 Example St","Unit 211","Springfield","NY","60909","US","2026-08-02","0.07","Standard (7-10 days)","1","48.99","1.00","",""
"A2FFC195-0000D4-005CC","Buyer212","Placeholder","312 Example St","","Springfield","WA","68828","US","2026-08-02","0.07","Standard (7-10 days)","1","26.50","1.00","",""
"A2FFC195-0000D5-005D3","Buyer213","Placeholder","313 Example St","","Springfield","CA","76747-2769","US","2026-08-02","0.07","Standard (7-10 days)","1","23.80","1.00","",""
"A2FFC195-0000D6-005DA","Buyer214","Placeholder","314 Example St","","Springfield","WA","84666-2782","US","2026-08-02","0.14","Standard (7-10 days)","2","27.88","1.00","",""
"A2FFC195-0000D7-005E1","Buyer215","Placeholder","315 Example St","","Springfield","TX","92585-2795","US","2026-08-02","0.14","Standard (7-10 days)","2","33.85","1.00","",""
"A2FFC195-0000D8-005E8","Buyer216","Placeholder","316 Example St","","Springfield","AR","10504","US","2026-08-02","20.00","Standard (7-10 days)","8","63.92","0.00","",""
"A2FFC195-0000D9-005EF","Buyer217","Placeholder","317 Example St","","Springfield","FL","18423","US","2026-08-02","0.42","Standard (7-10 days)","6","1.80","1.49","",""
"A2FFC195-0000DA-005F6","Buyer218","Placeholder","318 Example St","","Springfield","NY","26342-2834","US","2026-08-02","0.07","Standard (7-10 days)","1","28.79","1.00","",""
"A2FFC195-0000DB-005FD","Buyer219","Placeholder","319 Example St","","Springfield","MI","34261-2847","US","2026-08-02","2.50","Standard (7-10 days)","1","31.99","0.00","",""
"A2FFC195-0000DC-00604","Buyer220","Placeholder","320 Example St","","Springfield","OR","42180","US","2026-08-02","0.28","Standard (7-10 days)","4","30.60","1.00","",""
"A2FFC195-0000DD-0060B","Buyer221","Placeholder","321 Example St","","Springfield","MI","50099-2873","US","2026-08-02","0.07","Standard (7-10 days)","1","14.00","1.00","",""
"A2FFC195-0000DE-00612","Buyer222","Placeholder","322 Example St","","Springfield","NJ","58018","US","2026-08-02","0.07","Standard (7-10 days)","1","8.25","1.00","",""
"A2FFC195-0000DF-00619","Buyer223","Placeholder","323 Example St","","Springfield","WA","65937-2899","US","2026-08-02","0.07","Standard (7-10 days)","1","9.00","1.00","",""
"A2FFC195-0000E0-00620","Buyer224","Placeholder","324 Example St","","Springfield","MO","73856-2912","US","2026-08-02","0.07","Standard (7-10 days)","1","10.15","1.00","",""
"A2FFC195-0000E1-00627","Buyer225","Placeholder","325 Example St","","Springfield","TN","81775-2925","US","2026-08-03","0.14","Standard (7-10 days)","2","46.18","1.00","",""
"A2FFC195-0000E2-0062E","Buyer226","Placeholder","326 Example St","","Springfield","WA","89694-2938","US","2026-08-03","0.00","Standard (7-10 days)","1","18.99","0.00","",""
"A2FFC195-0000E3-00635","Buyer227","Placeholder","327 Example St","","Springfield","AZ","97613","US","2026-08-03","0.00","Standard (7-10 days)","2","14.20","0.00","",""
"A2FFC195-0000E4-0063C","Buyer228","Placeholder","328 Example St","Unit 228","Springfield","FL","15532","US","2026-08-03","0.07","Standard (7-10 days)","1","27.60","1.00","",""
"A2FFC195-0000E5-00643","Buyer229","Placeholder","329 Example St","","Springfield","CA","23451-2977","US","2026-08-03","0.28","Standard (7-10 days)","4","1.40","1.49","",""
"A2FFC195-0000E6-0064A","Buyer230","Placeholder","330 Example St","","Springfield","CA","31370-2990","US","2026-08-03","20.00","Standard (7-10 days)","8","63.92","0.00","",""
"A2FFC195-0000E7-00651","Buyer231","Placeholder","331 Example St","","Springfield","VA","39289-3003","US","2026-08-03","2.50","Standard (7-10 days)","1","31.99","0.00","",""
"A2FFC195-0000E8-00658","Buyer232","Placeholder","332 Example St","","Springfield","NY","47208-3016","US","2026-08-03","0.00","Standard (7-10 days)","1","18.99","0.00","",""
"A2FFC195-0000E9-0065F","Buyer233","Placeholder","333 Example St","Unit 233","Springfield","NY","55127","US","2026-08-04","0.00","Standard (7-10 days)","1","18.99","0.00","",""
"A2FFC195-0000EA-00666","Buyer234","Placeholder","334 Example St","","Springfield","IN","63046-3042","US","2026-08-04","2.50","Standard (7-10 days)","1","31.99","0.00","",""
"A2FFC195-0000EB-0066D","Buyer235","Placeholder","335 Example St","","Springfield","MO","70965-3055","US","2026-08-04","0.21","Standard (7-10 days)","3","1.59","1.49","",""
"A2FFC195-0000EC-00674","Buyer236","Placeholder","336 Example St","Unit 236","Springfield","MN","78884","US","2026-08-05","0.28","Standard (7-10 days)","4","11.50","1.00","",""
"A2FFC195-0000ED-0067B","Buyer237","Placeholder","337 Example St","","Springfield","TN","86803","US","2026-08-05","0.07","Standard (7-10 days)","1","10.45","1.00","",""
"A2FFC195-0000EE-00682","Buyer238","Placeholder","338 Example St","","Springfield","TX","94722","US","2026-08-05","0.00","Standard (7-10 days)","2","29.58","0.00","",""
"A2FFC195-0000EF-00689","Buyer239","Placeholder","339 Example St","","Springfield","CO","12641-3107","US","2026-08-05","0.21","Standard (7-10 days)","3","45.87","1.00","",""
"A2FFC195-0000F0-00690","Buyer240","Placeholder","340 Example St","","Springfield","FL","20560","US","2026-08-05","0.00","Standard (7-10 days)","10","147.90","0.00","",""
"A2FFC195-0000F1-00697","Buyer241","Placeholder","341 Example St","","Springfield","TX","28479","US","2026-08-05","0.00","Standard (7-10 days)","1","34.00","0.00","",""
"A2FFC195-0000F2-0069E","Buyer242","Placeholder","342 Example St","","Springfield","KY","36398-3146","US","2026-08-05","0.00","Standard (7-10 days)","8","118.32","0.00","",""
"A2FFC195-0000F3-006A5","Buyer243","Placeholder","343 Example St","","Springfield","NC","44317-3159","US","2026-08-06","0.00","Standard (7-10 days)","1","34.00","0.00","",""
"A2FFC195-0000F4-006AC","Buyer244","Placeholder","344 Example St","","Springfield","WA","52236-3172","US","2026-08-06","0.00","Standard (7-10 days)","1","1750.00","0.00","",""
"A2FFC195-0000F5-006B3","Buyer245","Placeholder","345 Example St","","Springfield","UT","60155-3185","US","2026-08-07","0.00","Standard (7-10 days)","1","34.00","0.00","",""
"A2FFC195-0000F6-006BA","Buyer246","Placeholder","346 Example St","","Springfield","CA","68074-3198","US","2026-08-08","2.50","Standard (7-10 days)","1","31.99","0.00","",""
"A2FFC195-0000F7-006C1","Buyer247","Placeholder","347 Example St","","Springfield","OR","75993","US","2026-08-08","0.07","Standard (7-10 days)","1","20.50","1.00","",""
"A2FFC195-0000F8-006C8","Buyer248","Placeholder","348 Example St","","Springfield","NM","83912-3224","US","2026-08-08","2.50","Standard (7-10 days)","1","31.99","0.00","",""
"A2FFC195-0000F9-006CF","Buyer249","Placeholder","349 Example St","","Springfield","PR","91831","US","2026-08-09","0.14","Standard (7-10 days)","2","0.90","1.49","",""
"A2FFC195-0000FA-006D6","Buyer250","Placeholder","350 Example St","","Springfield","OH","99750","US","2026-08-09","0.00","Standard (7-10 days)","6","54.00","0.00","",""
"A2FFC195-0000FB-006DD","Buyer251","Placeholder","351 Example St","","Springfield","TX","17669-3263","US","2026-08-09","0.42","Standard (7-10 days)","6","31.43","1.00","",""
"A2FFC195-0000FC-006E4","Buyer252","Placeholder","352 Example St","","Springfield","MA","25588-3276","US","2026-08-09","2.50","Standard (7-10 days)","1","31.99","0.00","",""
"A2FFC195-0000FD-006EB","Buyer253","Placeholder","353 Example St","Unit 253","Springfield","VA","33507","US","2026-08-10","0.21","Standard (7-10 days)","3","0.90","1.49","",""
"A2FFC195-0000FE-006F2","Buyer254","Placeholder","354 Example St","Unit 254","Springfield","NJ","41426-3302","US","2026-08-12","0.00","Standard (7-10 days)","1","305.00","0.00","",""
"A2FFC195-0000FF-006F9","Buyer255","Placeholder","355 Example St","","Springfield","MO","49345-3315","US","2026-08-12","0.00","Standard (7-10 days)","1","305.00","0.00","",""
"A2FFC195-000100-00700","Buyer256","Placeholder","356 Example St","","Springfield","NJ","57264","US","2026-08-12","0.00","Standard (7-10 days)","1","305.00","0.00","",""
"A2FFC195-000101-00707","Buyer257","Placeholder","357 Example St","","Springfield","MA","65183","US","2026-08-12","20.00","Standard (7-10 days)","8","76.00","0.00","",""
"A2FFC195-000102-0070E","Buyer258","Placeholder","358 Example St","","Springfield","CA","73102","US","2026-08-12","0.00","Standard (7-10 days)","3","54.38","0.00","",""
"A2FFC195-000103-00715","Buyer259","Placeholder","359 Example St","","Springfield","MI","81021-3367","US","2026-08-13","0.00","Standard (7-10 days)","1","33.49","0.00","",""
"A2FFC195-000104-0071C","Buyer260","Placeholder","360 Example St","","Springfield","WA","88940","US","2026-08-14","30.00","Standard (7-10 days)","12","81.48","0.00","",""
"A2FFC195-000105-00723","Buyer261","Placeholder","361 Example St","","Springfield","TX","96859-3393","US","2026-08-15","0.00","Standard (7-10 days)","1","16.99","0.00","",""
"A2FFC195-000106-0072A","Buyer262","Placeholder","362 Example St","","Springfield","MS","14778-3406","US","2026-08-15","0.21","Standard (7-10 days)","3","6.00","1.00","",""
"A2FFC195-000107-00731","Buyer263","Placeholder","363 Example St","","Springfield","TN","22697-3419","US","2026-08-16","0.00","Standard (7-10 days)","1","33.49","0.00","",""
"A2FFC195-000108-00738","Buyer264","Placeholder","364 Example St","","Springfield","CO","30616-3432","US","2026-08-16","20.00","Standard (7-10 days)","8","76.00","0.00","",""
"A2FFC195-000109-0073F","Buyer265","Placeholder","365 Example St","","Springfield","AR","38535-3445","US","2026-08-17","2.57","Standard (7-10 days)","2","9.81","0.00","",""
"A2FFC195-00010A-00746","Buyer266","Placeholder","366 Example St","","Springfield","CA","46454-3458","US","2026-08-17","0.07","Standard (7-10 days)","1","499.00","1.00","",""
"A2FFC195-00010B-0074D","Buyer267","Placeholder","367 Example St","","Springfield","NJ","54373-3471","US","2026-08-17","0.00","Standard (7-10 days)","1","20.49","0.00","",""
"A2FFC195-00010C-00754","Buyer268","Placeholder","368 Example St","","Springfield","MO","62292","US","2026-08-17","2.50","Standard (7-10 days)","1","31.49","0.00","",""
"A2FFC195-00010D-0075B","Buyer269","Placeholder","369 Example St","","Springfield","MI","70211-3497","US","2026-08-18","0.00","Standard (7-10 days)","1","400.00","0.00","",""
"A2FFC195-00010E-00762","Buyer270","Placeholder","370 Example St","","Springfield","MI","78130-3510","US","2026-08-18","0.00","Standard (7-10 days)","1","304.00","0.00","",""
"A2FFC195-00010F-00769","Buyer271","Placeholder","371 Example St","","Springfield","NJ","86049-3523","US","2026-08-18","0.00","Standard (7-10 days)","1","304.00","0.00","",""
"A2FFC195-000110-00770","Buyer272","Placeholder","372 Example St","","Springfield","CA","93968","US","2026-08-18","0.00","Standard (7-10 days)","1","304.00","0.00","",""
"A2FFC195-000111-00777","Buyer273","Placeholder","373 Example St","","Springfield","FL","11887-3549","US","2026-08-20","0.00","Standard (7-10 days)","1","39.99","0.00","",""
"A2FFC195-000112-0077E","Buyer274","Placeholder","374 Example St","Unit 274","Springfield","PA","19806-3562","US","2026-08-20","0.00","Standard (7-10 days)","1","28.89","0.00","",""
"A2FFC195-000113-00785","Buyer275","Placeholder","375 Example St","","Springfield","MD","27725-3575","US","2026-08-20","0.00","Standard (7-10 days)","1","16.99","0.00","",""
"A2FFC195-000114-0078C","Buyer276","Placeholder","376 Example St","","Springfield","TX","35644-3588","US","2026-08-21","0.00","Standard (7-10 days)","1","39.99","0.00","",""
"A2FFC195-000115-00793","Buyer277","Placeholder","377 Example St","","Springfield","NY","43563-3601","US","2026-08-21","35.00","Standard (7-10 days)","14","97.30","0.00","",""
"A2FFC195-000116-0079A","Buyer278","Placeholder","378 Example St","","Springfield","OH","51482-3614","US","2026-08-22","10.00","Standard (7-10 days)","4","27.80","0.00","",""
"A2FFC195-000117-007A1","Buyer279","Placeholder","379 Example St","Unit 279","Springfield","FL","59401-3627","US","2026-08-22","0.00","Standard (7-10 days)","1","39.99","0.00","",""
"A2FFC195-000118-007A8","Buyer280","Placeholder","380 Example St","","Springfield","ID","67320","US","2026-08-22","0.00","Standard (7-10 days)","1","28.89","0.00","",""
"A2FFC195-000119-007AF","Buyer281","Placeholder","381 Example St","Unit 281","Springfield","CA","75239","US","2026-08-23","0.00","Standard (7-10 days)","1","33.49","0.00","",""
"A2FFC195-00011A-007B6","Buyer282","Placeholder","382 Example St","","Springfield","NC","83158-3666","US","2026-08-23","0.00","Standard (7-10 days)","1","39.99","0.00","",""
"A2FFC195-00011B-007BD","Buyer283","Placeholder","383 Example St","","Springfield","VA","91077-3679","US","2026-08-23","2.50","Standard (7-10 days)","1","224.99","0.00","",""
"A2FFC195-00011C-007C4","Buyer284","Placeholder","384 Example St","","Springfield","MA","98996-3692","US","2026-08-23","2.50","Standard (7-10 days)","1","224.99","0.00","",""
"A2FFC195-00011D-007CB","Buyer285","Placeholder","385 Example St","","Springfield","MA","16915","US","2026-08-23","2.50","Standard (7-10 days)","1","224.99","0.00","",""
"A2FFC195-00011E-007D2","Buyer286","Placeholder","386 Example St","","Springfield","KY","24834","US","2026-08-23","2.50","Standard (7-10 days)","1","160.00","0.00","",""
"A2FFC195-00011F-007D9","Buyer287","Placeholder","387 Example St","","Springfield","MO","32753-3731","US","2026-08-23","2.50","Standard (7-10 days)","1","227.99","0.00","",""
"A2FFC195-000120-007E0","Buyer288","Placeholder","388 Example St","Unit 288","Springfield","MI","40672","US","2026-08-23","0.00","Standard (7-10 days)","1","39.99","0.00","",""
"A2FFC195-000121-007E7","Buyer289","Placeholder","389 Example St","","Springfield","CA","48591-3757","US","2026-08-23","5.00","Standard (7-10 days)","2","455.98","0.00","",""
"A2FFC195-000122-007EE","Buyer290","Placeholder","390 Example St","","Springfield","TX","56510-3770","US","2026-08-24","0.00","Standard (7-10 days)","1","39.99","0.00","",""
"A2FFC195-000123-007F5","Buyer291","Placeholder","391 Example St","","Springfield","NY","64429-3783","US","2026-08-24","2.50","Standard (7-10 days)","1","222.99","0.00","",""
"A2FFC195-000124-007FC","Buyer292","Placeholder","392 Example St","","Springfield","NC","72348-3796","US","2026-08-24","5.00","Standard (7-10 days)","2","445.98","0.00","",""
"A2FFC195-000125-00803","Buyer293","Placeholder","393 Example St","","Springfield","CO","80267","US","2026-08-24","2.50","Standard (7-10 days)","1","222.99","0.00","",""
"A2FFC195-000126-0080A","Buyer294","Placeholder","394 Example St","","Springfield","CA","88186-3822","US","2026-08-24","0.07","Standard (7-10 days)","1","100.00","1.00","",""
"A2FFC195-000127-00811","Buyer295","Placeholder","395 Example St","","Springfield","MN","96105-3835","US","2026-08-24","0.00","Standard (7-10 days)","1","37.99","0.00","",""
"A2FFC195-000128-00818","Buyer296","Placeholder","396 Example St","","Springfield","CA","14024-3848","US","2026-08-25","2.50","Standard (7-10 days)","1","167.45","0.00","",""
"A2FFC195-000129-0081F","Buyer297","Placeholder","397 Example St","","Springfield","CA","21943-3861","US","2026-08-25","2.50","Standard (7-10 days)","1","167.45","0.00","",""
"A2FFC195-00012A-00826","Buyer298","Placeholder","398 Example St","","Springfield","AL","29862-3874","US","2026-08-25","0.07","Standard (7-10 days)","1","97.99","1.00","",""
"A2FFC195-00012B-0082D","Buyer299","Placeholder","399 Example St","","Springfield","MD","37781-3887","US","2026-08-25","2.50","Standard (7-10 days)","1","169.99","0.00","",""
"A2FFC195-00012C-00834","Buyer300","Placeholder","400 Example St","","Springfield","IL","45700-3900","US","2026-08-26","2.50","Standard (7-10 days)","1","169.99","0.00","",""
"A2FFC195-00012D-0083B","Buyer301","Placeholder","401 Example St","","Springfield","NH","53619","US","2026-08-26","2.50","Standard (7-10 days)","1","175.00","0.00","",""
"A2FFC195-00012E-00842","Buyer302","Placeholder","402 Example St","","Springfield","NY","61538","US","2026-08-26","0.07","Standard (7-10 days)","1","95.99","1.00","",""
"A2FFC195-00012F-00849","Buyer303","Placeholder","403 Example St","","Springfield","CA","69457-3939","US","2026-08-26","0.00","Standard (7-10 days)","1","39.99","0.00","",""
"A2FFC195-000130-00850","Buyer304","Placeholder","404 Example St","","Springfield","TN","77376-3952","US","2026-08-27","0.00","Standard (7-10 days)","3","255.00","0.00","",""
"A2FFC195-000131-00857","Buyer305","Placeholder","405 Example St","","Springfield","MN","85295-3965","US","2026-08-27","2.50","Standard (7-10 days)","1","28.75","0.00","",""
"A2FFC195-000132-0085E","Buyer306","Placeholder","406 Example St","","Springfield","IN","93214-3978","US","2026-08-27","2.50","Standard (7-10 days)","1","164.99","0.00","",""
"A2FFC195-000133-00865","Buyer307","Placeholder","407 Example St","Unit 307","Springfield","NY","11133","US","2026-08-27","2.50","Standard (7-10 days)","1","180.00","0.00","",""
"A2FFC195-000134-0086C","Buyer308","Placeholder","408 Example St","","Springfield","WA","19052-4004","US","2026-08-27","0.00","Standard (7-10 days)","1","28.75","0.00","",""
"A2FFC195-000135-00873","Buyer309","Placeholder","409 Example St","","Springfield","NJ","26971-4017","US","2026-08-28","2.50","Standard (7-10 days)","1","165.99","0.00","",""
"A2FFC195-000136-0087A","Buyer310","Placeholder","410 Example St","","Springfield","AZ","34890-4030","US","2026-08-28","2.50","Standard (7-10 days)","1","28.75","0.00","",""
"A2FFC195-000137-00881","Buyer311","Placeholder","411 Example St","","Springfield","TX","42809-4043","US","2026-08-28","0.07","Standard (7-10 days)","1","94.49","1.00","",""
"A2FFC195-000138-00888","Buyer312","Placeholder","412 Example St","","Springfield","NY","50728-4056","US","2026-08-28","0.42","Standard (7-10 days)","6","253.05","1.00","",""
"A2FFC195-000139-0088F","Buyer313","Placeholder","413 Example St","","Springfield","PA","58647-4069","US","2026-08-29","0.00","Standard (7-10 days)","1","28.75","0.00","",""
"A2FFC195-00013A-00896","Buyer314","Placeholder","414 Example St","","Springfield","CA","66566-4082","US","2026-08-29","2.50","Standard (7-10 days)","1","159.99","0.00","",""
"A2FFC195-00013B-0089D","Buyer315","Placeholder","415 Example St","","Springfield","AK","74485","US","2026-08-29","0.07","Standard (7-10 days)","1","99.00","1.00","",""
"A2FFC195-00013C-008A4","Buyer316","Placeholder","416 Example St","","Springfield","WA","82404-4108","US","2026-08-29","20.00","Standard (7-10 days)","8","80.00","0.00","",""
"A2FFC195-00013D-008AB","Buyer317","Placeholder","417 Example St","","Springfield","NY","90323-4121","US","2026-08-29","2.50","Standard (7-10 days)","1","159.99","0.00","",""
"A2FFC195-00013E-008B2","Buyer318","Placeholder","418 Example St","","Springfield","NJ","98242-4134","US","2026-08-29","2.50","Standard (7-10 days)","1","159.99","0.00","",""
"A2FFC195-00013F-008B9","Buyer319","Placeholder","419 Example St","","Springfield","OR","16161-4147","US","2026-08-30","0.00","Standard (7-10 days)","1","30.00","0.00","",""
"A2FFC195-000140-008C0","Buyer320","Placeholder","420 Example St","","Springfield","SC","24080-4160","US","2026-08-30","0.07","Standard (7-10 days)","1","104.99","1.00","",""
"A2FFC195-000141-008C7","Buyer321","Placeholder","421 Example St","Unit 321","Springfield","CA","31999","US","2026-08-30","2.50","Standard (7-10 days)","1","159.99","0.00","",""
"A2FFC195-000142-008CE","Buyer322","Placeholder","422 Example St","","Springfield","IL","39918-4186","US","2026-08-30","0.21","Standard (7-10 days)","3","35.64","1.00","",""
"A2FFC195-000143-008D5","Buyer323","Placeholder","423 Example St","","Springfield","VA","47837-4199","US","2026-08-30","0.21","Standard (7-10 days)","3","20.72","1.00","",""
"A2FFC195-000144-008DC","Buyer324","Placeholder","424 Example St","","Springfield","TX","55756-4212","US","2026-08-30","0.00","Standard (7-10 days)","1","28.59","0.00","",""
"A2FFC195-000145-008E3","Buyer325","Placeholder","425 Example St","","Springfield","NY","63675-4225","US","2026-08-30","0.70","Standard (7-10 days)","10","114.33","1.00","",""
